Joueur;Poste;Cote;Enchère moy;Note;Note série;Note 1 an;Nb match;Nb match série;Nb match 1 an;Variation;Var série;Var 1 an;But;Buts série;Buts 1 an;%Titu;%Titu série;%Titu 1 an;Temps;Tps série;Tps 1 an;Tps moy;Tps moy série;Tps moy 1 an;Min/But;Min/But 1 an;Min note/but;Prix/but;j19;j18;j17;j16;j15;j14;j13;j12;j11;j10;j9;j8;j7;j6;j5;j4;j3;j2;j1;j38;j37;j36;j35;j34;j33;j32;j31;j30;j29;j28;j27;j26;j25;j24;j23;j22;j21;j20;Cleansheet;But/Peno;But/Coup-franc;But/surface;Pass decis.;Occas° créée;Corner gagné;%Passes;Ballons;Interceptions;Tacles;%Duel;Fautes;But évité;Action stoppée;DMI;Club;Prochain opposant;Date;Victoire probable;%Win+12J;%Win+16J;%Win+20J
Schur Kévin;MO;9;;4.38;4.58;4.67;12;6;26;0.57;0.49;0.72;0;0;1;0.33;0.5;0.54;421;296;1311;35.08;49.33;50.42;;1311;7;1000;5;5;4;4;5;4.5;0;0;0;0;0;4;0;3;4.5;4.5;4.5;0;4.5;5.5;4.5;3.5;5;5;5;4.5;5;0;0;5;0;0;0;7;5;5;4.5;4.5;;;;;;;;;;;;;;;;4.5;SC Bastia;Grenoble;sam. 28/01 19:00;50;;0.14062;
Djoco Kapitbafan;A;7;8;4.38;4.38;4.38;4;4;4;0.48;0.48;0.48;0;0;0;0.25;0.25;0.25;126;126;126;31.5;31.5;31.5;;;;1000;4.5;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;SC Bastia;Grenoble;sam. 28/01 19:00;50;;0.14062;
George Mayron;A;9;9;4.37;4.5;4.37;15;10;15;0.52;0.53;0.52;0;0;0;0.47;0.4;0.47;614;363;614;40.93;36.3;40.93;;;;1000;4.5;4.5;3.5;4.5;4;5;4.5;5.5;4.5;4.5;0;0;4.5;0;0;4.5;4;4;3.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;5.5;Pau FC;FC Annecy;sam. 28/01 19:00;50;0.41672;0.03269;
Hamel Pierre-Yves;A;1;2;4.36;0;4.23;7;0;13;0.75;0;0.75;0;0;0;0.86;0;0.62;420;0;573;60;0;44.08;;;;1000;0;0;0;0;0;0;0;0;0;0;0;4;0;5;5;4;4.5;3;5;4.5;4.5;0;0;0;0;0;0;0;4.5;0;4.5;0;0;0;0;4;2.5;0;;;;;;;;;;;;;;;;3;Paris FC;Quevilly RM;sam. 28/01 19:00;50;0.52028;0.53199;
Barry Abdourahmane;DC;7;7;4.33;0;4.33;9;0;9;0.87;0;0.87;0;0;0;0.78;0;0.78;614;0;614;68.22;0;68.22;;;;1000;0;0;0;0;0;3.5;5.5;3.5;5;0;0;3;5;4.5;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Amiens SC;Havre AC;sam. 28/01 19:00;50;0.27957;0.3298;
El Jaouhari Madyen;MO;1;5;4.3;0;4.3;5;0;5;0.45;0;0.45;0;0;0;0.4;0;0.4;162;0;162;32.4;0;32.4;;;;1000;0;0;0;0;0;0;4.5;0;0;0;0;0;0;0;4;0;4;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;FC Annecy;Pau FC;sam. 28/01 19:00;50;;;
Caillard Marc-Aurèle;G;1;1;4.25;0;5.03;2;0;19;0.35;0;1.14;0;0;0;0.5;0;0.89;120;0;1568;60;0;82.53;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;4;0;0;0;4;7;5.5;5.5;5;0;0;3;4;2.5;6;6;6;5.5;5;0;5;6;5;;;;;;;;;;;;;;;;0;FC Metz;Valenciennes;sam. 28/01 19:00;50;0.15089;0.2651;
Jarmouni Walid;A;3;3;4.25;0;4.25;6;0;6;0.42;0;0.42;0;0;0;0.17;0;0.17;160;0;160;26.67;0;26.67;;;;1000;0;0;4;0;0;0;0;0;0;0;0;0;0;4;4;0;5;4;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Pau FC;FC Annecy;sam. 28/01 19:00;50;0.41672;0.03269;
Cissé Sidi;MO;1;1;4.25;0;4.33;2;0;3;0.35;0;0.29;0;0;0;0;0;0;21;0;35;10.5;0;11.67;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;4;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Niort;Nimes O.;sam. 28/01 19:00;50;0.3736;0.36738;
Bile Darnell;A;1;1;4.25;0;4.25;2;0;2;0.35;0;0.35;0;0;0;0;0;0;17;0;17;8.5;0;8.5;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Saint-Étienne;Sochaux;sam. 28/01 15:00;50;0.40334;0.44172;
Gomes Ylan;A;7;8;4.2;0;4.33;5;0;9;0.27;0;0.25;0;0;0;0;0;0;46;0;84;9.2;0;9.33;;;;1000;0;0;0;0;0;4;0;0;4.5;4;4;4.5;0;0;0;0;0;0;0;4.5;4.5;4.5;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Havre AC;Amiens SC;sam. 28/01 19:00;50;0.57848;;
Bakayoko Ryan;A;7;7;4.19;0;4.19;8;0;8;0.37;0;0.37;0;0;0;0.13;0;0.13;124;0;124;15.5;0;15.5;;;;1000;0;0;4;0;0;0;0;0;4.5;0;0;4.5;3.5;4;4.5;0;4.5;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Niort;Nimes O.;sam. 28/01 19:00;50;0.3736;0.36738;
Mayenda Eliezer;A;1;1;4.17;0;4.17;3;0;3;0.29;0;0.29;0;0;0;0;0;0;65;0;65;21.67;0;21.67;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4.5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Sochaux;Saint-Étienne;sam. 28/01 15:00;50;0.30204;0.38763;
Batisse Antoine;DC;1;3;4.13;0;4.76;4;0;21;1.38;0;0.94;0;0;1;1;0;1;360;0;1879;90;0;89.48;;1879;6;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;5;5.5;2.5;6;4.5;0;4.5;4;3.5;5;5.5;6;0;5;4.5;4;6;5.5;4.5;4;5.5;5.5;;;;;;;;;;;;;;;;0;Pau FC;FC Annecy;sam. 28/01 19:00;50;0.41672;0.03269;
Green Etienne;G;3;7;4.13;0;4.13;8;0;8;1.25;0;1.25;0;0;0;1;0;1;669;0;669;83.63;0;83.63;;;;1000;0;0;0;0;0;0;0;3.5;5.5;4;0;0;3;0;0;2;5.5;4.5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;5.5;Saint-Étienne;Sochaux;sam. 28/01 15:00;50;0.40334;0.44172;
Konaté Hillel;G;7;7;4;4;4;2;2;2;1.41;1.41;1.41;0;0;0;1;1;1;180;180;180;90;90;90;;;;1000;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Valenciennes;FC Metz;sam. 28/01 19:00;50;0.04844;0.14911;
Bentil Godwin Kobby;A;1;1;4;0;4.33;4;0;6;0.41;0;0.88;0;0;1;0.75;0;0.67;243;0;359;60.75;0;59.83;;359;6;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3.5;4;4.5;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Niort;Nimes O.;sam. 28/01 19:00;50;0.3736;0.36738;
Doucouré Mahamadou;A;4;4;4;0;4;1;0;2;0;0;0;0;0;0;0;0;0;4;0;25;4;0;12.5;;;;1000;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;;;;0;Nimes O.;Niort;sam. 28/01 19:00;50;0.06559;0.15602;
Raveyre Noah;G;1;1;4;0;4;1;0;1;0;0;0;0;0;0;0;0;0;22;0;22;22;0;22;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Saint-Étienne;Sochaux;sam. 28/01 15:00;50;0.40334;0.44172;
Soumah Salifou;A;3;3;4;0;4;1;0;1;0;0;0;0;0;0;0;0;0;17;0;17;17;0;17;;;;1000;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Havre AC;Amiens SC;sam. 28/01 19:00;50;0.57848;;
Camara Hady;DC;1;5;3.75;0;4.33;2;0;3;1.06;0;1.26;0;0;0;0.5;0;0.67;110;0;200;55;0;66.67;;;;1000;0;0;0;0;0;0;0;0;3;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.5;0;0;0;0;0;0;;;;;;;;;;;;;;;;4.5;Guingamp;Rodez AF;sam. 28/01 19:00;50;0.10784;0.20463;
Boma Kévin;DC;1;1;3.5;0;3.5;1;0;1;0;0;0;0;0;0;1;0;1;90;0;90;90;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Rodez AF;Guingamp;sam. 28/01 19:00;50;0.08429;0.06903;
Benchaa Reda;DC;1;1;3.5;0;3.63;1;0;4;0;0;2.63;0;0;0;1;0;0.75;90;0;206;90;0;51.5;;;;1000;0;0;0;0;0;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;3.5;Dijon FCO;Bordeaux;sam. 28/01 19:00;50;;0.02972;
Cros Pierrick;DC;2;2;3.5;0;3.5;2;0;2;2.12;0;2.12;0;0;0;1;0;1;180;0;180;90;0;90;;;;1000;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Laval;SM Caen;sam. 28/01 19:00;50;0.1915;0.23415;
Buadés Lucas;MO;1;1;3;0;4.47;1;0;15;0;0;1.01;0;0;0;1;0;1;65;0;1288;65;0;85.87;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;4;5;4.5;4.5;0;4;6;4.5;4;4.5;5.5;0;6;5.5;3;3;;;;;;;;;;;;;;;;6;Rodez AF;Guingamp;sam. 28/01 19:00;50;0.08429;0.06903;
Benzia Yassine;MO;1;1;0;0;4;0;0;2;0;0;1.41;0;0;0;0;0;0.5;0;0;124;0;0;62;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0;;;;;;;;;;;;;;;;0;Dijon FCO;Bordeaux;sam. 28/01 19:00;50;;0.02972;
Kaabouni Younès;MD;1;1;0;0;5;0;0;13;0;0;0.29;0;0;0;0;0;0.31;0;0;389;0;0;29.92;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.5;5;5;5.5;4.5;5;5;5;5;4.5;5;5;0;5;0;0;0;0;0;;;;;;;;;;;;;;;;0;Sochaux;Saint-Étienne;sam. 28/01 15:00;50;0.30204;0.38763;
Konaté Moussa;A;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Dijon FCO;Bordeaux;sam. 28/01 19:00;50;;0.02972;
Clementia Yannis;G;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;SM Caen;Laval;sam. 28/01 19:00;50;0.03701;0.15309;
N'Diaye Youssoupha;DC;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Paris FC;Quevilly RM;sam. 28/01 19:00;50;0.52028;0.53199;
Abi Charles;A;1;1;0;0;4.6;0;0;10;0;0;0.52;0;0;0;0;0;0.2;0;0;295;0;0;29.5;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4.5;4.5;5.5;0;0;4.5;0;4.5;0;4.5;0;0;0;3.5;4.5;5;;;;;;;;;;;;;;;;0;Saint-Étienne;Sochaux;sam. 28/01 15:00;50;0.40334;0.44172;
Tégar Alexandre;DC;1;1;0;0;3.5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;67;0;0;67;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;;;;;;;;;;;;;;;;0;Quevilly RM;Paris FC;sam. 28/01 19:00;50;;;
Fabri Julien;G;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;SC Bastia;Grenoble;sam. 28/01 19:00;50;;0.14062;
Secchi Thomas;G;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Rodez AF;Guingamp;sam. 28/01 19:00;50;0.08429;0.06903;
Kanté Ousmane;DC;1;2;0;0;5.11;0;0;9;0;0;0.82;0;0;0;0;0;1;0;0;742;0;0;82.44;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;4;4;6;0;0;4.5;5;0;6;5.5;0;0;0;;;;;;;;;;;;;;;;6;Paris FC;Quevilly RM;sam. 28/01 19:00;50;0.52028;0.53199;
Wadja Franklin;MD;1;1;0;0;4.75;0;0;8;0;0;0.27;0;0;0;0;0;0.13;0;0;187;0;0;23.38;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;4.5;0;5;4.5;5;5;0;4.5;0;0;0;0;0;5;0;;;;;;;;;;;;;;;;0;SM Caen;Laval;sam. 28/01 19:00;50;0.03701;0.15309;
Fumu Tamuzo François-Xavier;MO;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Laval;SM Caen;sam. 28/01 19:00;50;0.1915;0.23415;
Salles Esteban;G;7;7;0;0;4.75;0;0;4;0;0;0.96;0;0;0;0;0;1;0;0;360;0;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;6;0;0;;;;;;;;;;;;;;;;0;Grenoble;SC Bastia;sam. 28/01 19:00;50;0.16931;0.24407;
Lopy Joseph;MD;1;1;0;0;5.14;0;0;7;0;0;0.38;0;0;0;0;0;0.57;0;0;376;0;0;53.71;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.5;5.5;4.5;5.5;0;5;0;0;0;0;0;0;5;5;0;0;0;0;0;;;;;;;;;;;;;;;;0;Sochaux;Saint-Étienne;sam. 28/01 15:00;50;0.30204;0.38763;
Jeannin Mehdi;G;7;8;0;0;5.28;0;0;9;0;0;1.28;0;0;0;0;0;1;0;0;810;0;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;3;5;6;6;5.5;4.5;6.5;;;;;;;;;;;;;;;;0;Sochaux;Saint-Étienne;sam. 28/01 15:00;50;0.30204;0.38763;
Sans Matthieu;DC;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;FC Annecy;Pau FC;sam. 28/01 19:00;50;;;
Sanaia Amiran;DC;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Rodez AF;Guingamp;sam. 28/01 19:00;50;0.08429;0.06903;
Youfeigane Dominique;G;3;3;0;0;5;0;0;4;0;0;1.41;0;0;0;0;0;1;0;0;360;0;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;3;6;0;;;;;;;;;;;;;;;;0;Guingamp;Rodez AF;sam. 28/01 19:00;50;0.10784;0.20463;
Rouyard Davy;G;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Bordeaux;Dijon FCO;sam. 28/01 19:00;50;0.61976;;
Lô Aboubacar;DC;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;FC Metz;Valenciennes;sam. 28/01 19:00;50;0.15089;0.2651;
Nkambadio Obed;G;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Paris FC;Quevilly RM;sam. 28/01 19:00;50;0.52028;0.53199;
Nazih Amjhad;G;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Nimes O.;Niort;sam. 28/01 19:00;50;0.06559;0.15602;
Straalman Bart;DC;1;1;0;0;5.04;0;0;12;0;0;0.81;0;0;0;0;0;1;0;0;1005;0;0;83.75;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;6;6;4;4;5;0;5;6;0;4;4.5;0;5;0;0;;;;;;;;;;;;;;;;5;Grenoble;SC Bastia;sam. 28/01 19:00;50;0.16931;0.24407;
Abdourahmane Ndiaye Abdourahmane;MD;1;1;0;0;5.13;0;0;4;0;0;0.25;0;0;0;0;0;0;0;0;35;0;0;8.75;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.5;0;5;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Pau FC;FC Annecy;sam. 28/01 19:00;50;0.41672;0.03269;
Sy Harouna;DL;1;;0;0;4.09;0;0;11;0;0;1.63;0;0;0;0;0;0.64;0;0;670;0;0;60.91;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;5;0;5;5;5;0;0;5;2;0;0;0;0;0;4.5;0;5;4;;;;;;;;;;;;;;;;5;Amiens SC;Havre AC;sam. 28/01 19:00;50;0.27957;0.3298;
Arab Saïd;MO;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Paris FC;Quevilly RM;sam. 28/01 19:00;50;0.52028;0.53199;
Ngouabi Lougagui Jason;DC;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;SM Caen;Laval;sam. 28/01 19:00;50;0.03701;0.15309;
Bourdelle Paul;G;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Grenoble;SC Bastia;sam. 28/01 19:00;50;0.16931;0.24407;
Gomez Charbel;A;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Amiens SC;Havre AC;sam. 28/01 19:00;50;0.27957;0.3298;
Meliande Paul;MD;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Pau FC;FC Annecy;sam. 28/01 19:00;50;0.41672;0.03269;
Cissé Souleymane;MD;1;1;0;0;4.79;0;0;7;0;0;0.7;0;0;0;0;0;0.71;0;0;419;0;0;59.86;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;0;0;0;0;0;0;4.5;0;0;0;5;0;5;0;0;5.5;5.5;4.5;;;;;;;;;;;;;;;;0;Grenoble;SC Bastia;sam. 28/01 19:00;50;0.16931;0.24407;
Tormin Tyrone;A;1;1;0;0;4.55;0;0;10;0;0;0.6;0;0;0;0;0;0.2;0;0;323;0;0;32.3;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;4.5;5;4.5;0;0;0;0;0;5;4.5;3;4.5;0;4.5;0;0;;;;;;;;;;;;;;;;0;Niort;Nimes O.;sam. 28/01 19:00;50;0.3736;0.36738;
Maronne Yanis;G;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Niort;Nimes O.;sam. 28/01 19:00;50;0.3736;0.36738;
Boutaïb Khalid;A;1;1;0;0;5.09;0;0;16;0;0;1.05;0;0;5;0;0;0.81;0;0;1199;0;0;74.94;;240;5;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4.5;4;5.5;4;4.5;5.5;4;5;0;0;6.5;6.5;0;5;6.5;4;7;4;;;;;;;;;;;;;;;;5;Paris FC;Quevilly RM;sam. 28/01 19:00;50;0.52028;0.53199;
Wahib Abdelwahed;DL;1;6;0;0;4.71;0;0;12;0;0;0.96;0;0;0;0;0;0.83;0;0;831;0;0;69.25;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.5;3.5;4;4.5;5;7;5;3.5;0;4;4.5;0;0;5;0;0;0;0;5;;;;;;;;;;;;;;;;5;Havre AC;Amiens SC;sam. 28/01 19:00;50;0.57848;;
Gabard Baptiste;MD;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Saint-Étienne;Sochaux;sam. 28/01 15:00;50;0.40334;0.44172;
Delphis Adrien;MO;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Sochaux;Saint-Étienne;sam. 28/01 15:00;50;0.30204;0.38763;
Molchan Vladislav;DC;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;SM Caen;Laval;sam. 28/01 19:00;50;0.03701;0.15309;
Targhalline Oussama;MD;8;9;0;0;4.75;0;0;2;0;0;0.35;0;0;0;0;0;0;0;0;4;0;0;2;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;0;Havre AC;Amiens SC;sam. 28/01 19:00;50;0.57848;;
Didot Mathéo;MO;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Guingamp;Rodez AF;sam. 28/01 19:00;50;0.10784;0.20463;
Diongue Maguette;MD;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;SC Bastia;Grenoble;sam. 28/01 19:00;50;;0.14062;
