Joueur;Poste;Cote;Enchère moy;Note;Note série;Note 1 an;Nb match;Nb match série;Nb match 1 an;Variation;Var série;Var 1 an;But;Buts série;Buts 1 an;%Titu;%Titu série;%Titu 1 an;Temps;Tps série;Tps 1 an;Tps moy;Tps moy série;Tps moy 1 an;Min/But;Min/But 1 an;Min note/but;Prix/but;j21;j20;j19;j18;j17;j16;j15;j14;j13;j12;j11;j10;j9;j8;j7;j6;j5;j4;j3;j2;j1;j38;j37;j36;j35;j34;j33;j32;j31;j30;j29;j28;j27;j26;j25;j24;j23;j22;Cleansheet;But/Peno;But/Coup-franc;But/surface;Pass decis.;Occas° créée;Corner gagné;%Passes;Ballons;Interceptions;Tacles;%Duel;Fautes;But évité;Action stoppée;DMI;Club;Prochain opposant;Date;Victoire probable;%Win+12J;%Win+16J;%Win+20J
Laporte Aymeric;DC;11;14;5.5;6;5.65;5;1;24;0.35;0;0.68;0;0;3;0.8;1;0.96;375;90;2026;75;90;84.42;;675;6.5;1000;6;0;0;0;0;5.5;0;5.5;5.5;0;0;0;5;0;0;0;0;0;0;0;0;5;5;7;6;5;6;4.5;6;5;6;5;6;4.5;0;6;7;6;2;;;;;;1;0.923;351;1;1;70.37;;;;5.5;Man. City;Arsenal;mer. 15/02 20:30;50;0.52998;0.59794;
Kebano Neeskens;MO;3;4;5.5;0;5.5;12;0;12;0.56;0;0.56;0;0;0;0.75;0;0.75;719;0;719;59.92;0;59.92;;;;1000;0;0;0;0;0;0;0;5.5;5;6;5;5.5;6.5;5;0;4.5;6;5.5;0;6;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;;;;3;2;7;0.8137;315;1;5;43.02;8;;;4.5;Fulham;Tottenham;lun. 23/01 21:00;30.76923077;0.32597;0.34784;
Doucouré Cheick Oumar;MD;12;13;5.5;5.5;5.56;18;7;35;0.79;0.91;0.89;0;0;1;1;1;1;1485;606;3001;82.5;86.57;85.74;;3001;8.5;1000;6;5;4.5;7;4.5;5.5;6;0;0;5.5;5;5;5;0;5.5;7;6;4.5;5.5;6.5;5;6;5.5;6;6;5.5;6;0;8.5;4;4.5;5;4.5;5;5.5;6;0;5;2;;;;1;2;3;0.8337;937;35;35;53.38;22;;;0;Crystal Palace;Brighton;mer. 25/01 21:30;50;0.40524;0.43195;
Gyabi Darko;MD;1;1;5.5;0;5.5;1;0;1;0;0;0;0;0;0;0;0;0;7;0;7;7;0;7;;;;1000;0;0;0;0;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;1;11;;2;100;;;;0;Leeds;Man. United;mer. 25/01 21:30;16.2601626;0.321;0.3334;
Mudryk Mykhailo;MO;11;24;5.5;5.5;5.5;1;1;1;0;0;0;0;0;0;0;0;0;35;35;35;35;35;35;;;;1000;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0.9286;28;;3;70;;;;5.5;Chelsea;Liverpool;mer. 25/01 21:30;37.45318352;0.63229;;
Neto;G;7;8;5.45;5;5.5;10;2;11;0.98;1.41;0.95;0;0;0;1;1;1;855;180;945;85.5;90;85.91;;;;1000;6;4;0;0;0;0;0;0;4.5;5;5;6;6.5;7;0;4.5;6;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;20;9;0;Bournemouth;Brighton;sam. 04/02 16:00;50;0.28003;0.28299;
Zinchenko Oleksandr;DL;8;11;5.42;5.36;5.43;12;7;21;0.67;0.56;0.8;0;0;0;0.92;0.86;0.81;907;510;1535;75.58;72.86;73.1;;;;1000;4.5;6;5;6;5.5;5;5.5;0;0;0;0;0;6;0;0;4;0;0;6;5.5;6;7;5;6.5;5;6;4.5;0;0;5;0;0;0;0;6;0;0;0;6.5;;;;1;1;4;0.8899;847;9;8;62.82;2;;;0;Arsenal;Man. City;mer. 15/02 20:30;50;0.72194;0.6834;
White Ben;DC;12;17;5.42;5.42;5.17;19;19;35;0.84;0.84;0.85;0;0;0;1;1;1;1518;1518;2958;79.89;79.89;84.51;;;;1000;5;6;5;6;7;5.5;5;6;6;0;4.5;4.5;6.5;5.5;0;3.5;5.5;5;6;4.5;6;0;4;0;0;5;4.5;4;4;6;6.5;4.5;4;5.5;4.5;6;5;0;11.5;;;;2;3;8;0.8329;1276;12;22;58.14;12;;;4.5;Arsenal;Man. City;mer. 15/02 20:30;50;0.72194;0.6834;
Meslier Illan;G;17;20;5.42;5.42;5.2;19;19;37;1.46;1.46;1.34;0;0;0;1;1;1;1710;1710;3295;90;90;89.05;;;;1000;6;5;4;8;6;4;5;8.5;4;3.5;5;5;7;0;0;3;5.5;5.5;6.5;5;6.5;6;6;5;3;8;3.5;6;6;5;0;5;4;4;5;4;5.5;0;4;;;;;;;;;;;;;44;14;4;Leeds;Man. United;mer. 25/01 21:30;16.2601626;0.321;0.3334;
Fabianski Lukasz;G;18;21;5.4;5.4;5.46;20;20;38;0.85;0.85;1.02;0;0;0;1;1;1;1694;1694;3314;84.7;84.7;87.21;;;;1000;6;5.5;5;4.5;4;6;5.5;5;6;6.5;6.5;5;7;4.5;0;4.5;5.5;6;4;6;5;4;8;6;5.5;7.5;4;5;5;4;7;6;6;5;4.5;6;0;0;4;;;;;;;;;;;;;31;27;2.5;West Ham;Newcastle;sam. 04/02 18:30;50;0.27144;0.31663;
Stones John;DC;9;11;5.39;6;5.45;14;1;22;0.9;0;0.79;0;0;0;0.93;1;0.95;1181;90;1888;84.36;90;85.82;;;;1000;6;0;6;4.5;5.5;4;6;5;0;0;0;0;0;5.5;5.5;5.5;7.5;5.5;4;5;0;5;0;0;0;0;0;4.5;0;6;6;5.5;5.5;0;0;6;0;6;6;;;;2;2;;0.9432;1141;5;9;69.35;5;;;0;Man. City;Arsenal;mer. 15/02 20:30;50;0.52998;0.59794;
Holgate Mason;DC;1;1;5.38;0;4.73;4;0;22;0.63;0;1.21;0;0;2;0.75;0;0.95;320;0;1937;80;0;88.05;;969;5.5;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5.5;4.5;5.5;3;4.5;6.5;5.5;4;6;0;5.5;5;5;2.5;5;4.5;6;2;4;0;2;;;;;;;0.7201;203;6;4;65.52;3;;;1.5;Everton;Arsenal;sam. 04/02 13:30;50;0.18413;0.21844;
McGinn John;MD;14;17;5.38;0;5.56;17;0;36;0.96;0;1.05;0;0;0;0.82;0;0.92;1227;0;2931;72.18;0;81.42;;;;1000;0;0;0;7;4.5;6.5;5;5;5;4.5;5;5.5;6.5;6.5;0;4.5;4.5;5.5;4;7;5;4;5;7;6.5;5.5;4.5;3;6;5;6;7;7;5;5.5;6;6;0;3.5;;;;1;4;4;0.7566;745;12;24;57.89;20;;;2.75;Aston Villa;Leicester;sam. 04/02 16:00;50;0.1158;0.18277;
Pickford Jordan;G;17;19;5.37;5.04;5.33;19;13;38;1.31;1.23;1.33;0;0;0;1;1;1;1710;1170;3420;90;90;90;;;;1000;4;5;3.5;5.5;5;3.5;4;8;6;5.5;5;4.5;6;0;0;8;6;6;6.5;4;6;0;5;7;7;5;5.5;7;5;5.5;4.5;1.5;7;7;6;5;5;4.5;3;;;;;;;;;;;;;54;19;0;Everton;Arsenal;sam. 04/02 13:30;50;0.18413;0.21844;
de Gea David;G;16;19;5.33;5.33;5.37;20;20;42;1.4;1.4;1.23;0;0;0;1;1;1;1800;1800;3780;90;90;90;;;;1000;4;4.5;7;6;6;7;3.5;6.5;4.5;6;6;5;2.5;0;6;5.5;6;7;6.5;2.5;4.5;5.5;6;2.5;6.5;4.5;5;5;5;3;5;5.5;5.5;6;5.5;5;6;6;8;;;;;;;;;;;;;36;17;6;Man. United;Leeds;mer. 25/01 21:30;67.56756757;0.04227;0.19394;
Varane Raphaël;DC;8;12;5.33;4.75;5.27;15;2;31;0.7;1.06;0.83;0;0;1;0.87;1;0.87;1122;179;2411;74.8;89.5;77.77;;2411;7.5;1000;4;5.5;0;6;6;0;0;0;5;6.5;5.5;5.5;4;0;5;5;6;5.5;5.5;5;0;0;5;3;7.5;4;0;0;5.5;0;5.5;0;5.5;5;5.5;5.5;5.5;4.5;5.5;;;;;;;0.8015;726;8;5;62.69;8;;;5;Man. United;Leeds;mer. 25/01 21:30;67.56756757;0.04227;0.19394;
Augustinsson Ludwig;DL;4;4;5.33;0;4.96;3;0;12;0.58;0;0.4;0;0;0;0.33;0;0.5;76;0;502;25.33;0;41.83;;;;1000;0;0;6;0;0;5;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;5;0;4.5;4.5;0;0;0;;;;;;;1;0.7381;52;;1;72.73;1;;;0;Aston Villa;Leicester;sam. 04/02 16:00;50;0.1158;0.18277;
Aké Nathan;DC;8;11;5.32;5.2;5.36;14;5;22;0.75;0.84;0.71;0;0;1;0.86;0.8;0.82;1066;405;1587;76.14;81;72.14;;1587;6.5;1000;6;4;6;5;5;0;6;0;0;0;4.5;6.5;4.5;0;5;5;0;0;5;6;6;0;0;0;6.5;5;5;0;5.5;5;0;0;0;0;6.5;0;0;0;5;;;;;1;4;0.9222;1203;12;7;63.38;7;;;5;Man. City;Arsenal;mer. 15/02 20:30;50;0.52998;0.59794;
Tete Kenny;DL;7;9;5.32;0;5.32;14;0;14;0.61;0;0.61;0;0;0;0.93;0;0.93;1159;0;1159;82.79;0;82.79;;;;1000;0;5.5;6;5.5;6.5;0;5;5;0;0;0;0;0;5;5;5;6;5;4.5;4.5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;;;;4;1;4;0.7388;903;22;26;60.8;22;;;5;Fulham;Tottenham;lun. 23/01 21:00;30.76923077;0.32597;0.34784;
Akanji Manuel;DC;10;14;5.32;5.32;5.32;14;14;14;0.64;0.64;0.64;0;0;0;0.93;0.93;0.93;1197;1197;1197;85.5;85.5;85.5;;;;1000;5.5;5;5.5;5.5;5;4.5;6;5.5;5;0;4;6.5;5.5;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;1;;;0.9349;1205;9;14;50;13;;;0;Man. City;Arsenal;mer. 15/02 20:30;50;0.52998;0.59794;
José Sá;G;15;18;5.3;5.3;5.45;20;20;39;1.32;1.32;1.36;0;0;0;1;1;1;1800;1800;3465;90;90;88.85;;;;1000;3.5;7;5;6.5;6;4;5;5;2.5;5;7;4;4;5;0;6;6;6;5.5;8;5;5;0;6;5;6;2;5;6;4;6.5;6;5.5;7;8;5;5;8;5;;;;;;;;;;;;;36;21;2.5;Wolverhampton;Liverpool;sam. 04/02 16:00;50;0.12759;0.192;
Wan-Bissaka Aaron;DL;1;2;5.29;5.4;4.89;7;5;14;0.49;0.55;0.74;0;0;0;0.86;1;0.93;523;429;1147;74.71;85.8;81.93;;;;1000;4.5;6;5.5;5.5;5.5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;5;0;4;0;3;5;5;0;0;0;0;3;;;;;1;1;0.6809;344;11;11;55.56;3;;;5;Man. United;Leeds;mer. 25/01 21:30;67.56756757;0.04227;0.19394;
Kamara Boubacar;MD;11;13;5.29;5.57;5.62;14;7;33;0.67;0.79;0.71;0;0;0;0.93;0.86;0.97;1116;547;2792;79.71;78.14;84.61;;;;1000;6;6.5;5;6.5;4.5;5.5;5;0;0;0;0;0;0;5;0;5;4.5;5.5;5.5;5;4.5;6;5;7;5;6;7;5.5;6;6;5.5;6.5;5.5;6;0;5.5;5;7;2;;;;1;;;0.8405;829;10;18;55.56;18;;;0;Aston Villa;Leicester;sam. 04/02 16:00;50;0.1158;0.18277;
Baptiste Shandon;MD;7;8;5.29;0;5.13;12;0;23;0.45;0;0.53;0;0;0;0.33;0;0.3;427;0;858;35.58;0;37.3;;;;1000;0;0;0;0;0;0;0;0;5;5.5;5;5;6;5.5;0;6;5.5;4.5;5;5.5;5;5.5;0;5;0;0;0;0;0;5.5;0;0;0;5;5;0;4;0;0.5;;;;;2;2;0.7996;247;5;5;52.08;6;;;3;Brentford;Southampton;sam. 04/02 16:00;50;0.50093;0.0755;
Adams Tyler;MD;11;11;5.29;5.75;5.29;17;4;17;0.79;0.5;0.79;0;0;0;1;1;1;1527;360;1527;89.82;90;89.82;;;;1000;6;5;6;6;0;4.5;5.5;6;0;4.5;4.5;5.5;5.5;0;0;4.5;5.5;4;7;4.5;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;;;;;1;1;0.823;1219;23;34;56.91;31;;;0;Leeds;Man. United;mer. 25/01 21:30;16.2601626;0.321;0.3334;
Burn Dan;DC;13;16;5.28;5.28;5.35;20;20;42;0.73;0.73;0.86;0;0;1;0.95;0.95;0.98;1676;1676;3656;83.8;83.8;87.05;;3656;7;1000;5;6;5;5;6;5.5;4.5;6;5;5;4.5;5;6.5;5.5;0;5;4.5;5;4;5.5;7;5;6;3;5.5;6;5.5;6;3;6;5;6;6;5.5;6;5.5;5;5;9.5;;;;;1;4;0.7619;1099;18;15;53.38;18;;;2.75;Newcastle;West Ham;sam. 04/02 18:30;50;0.24747;0.34181;
Fabinho;MD;16;20;5.25;4.67;5.41;18;3;34;0.81;0.58;0.89;0;0;3;0.78;0.67;0.82;1253;166;2470;69.61;55.33;72.65;;823;6;1000;5;4;5;0;6;5.5;6.5;5;4;4.5;6;5;5;0;0;5.5;4.5;7;5;6;5;0;0;4.5;4.5;5.5;4.5;4.5;7;7;5.5;5;6.5;0;6;6.5;6.5;0;2.5;;;;;1;2;0.8627;1047;19;14;51.75;20;;;4.75;Liverpool;Chelsea;mer. 25/01 21:30;38.02281369;;0.18583;
Phillips Nathaniel;DC;3;3;5.25;0;5.25;2;0;2;0.35;0;0.35;0;0;0;0.5;0;0.5;66;0;66;33;0;33;;;;1000;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0.9304;90;2;1;85.71;1;;;0;Liverpool;Chelsea;mer. 25/01 21:30;38.02281369;;0.18583;
Wöber Maximilian;DC;9;10;5.25;5.25;5.25;2;2;2;0.35;0.35;0.35;0;0;0;0.5;0.5;0.5;114;114;114;57;57;57;;;;1000;5.5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;;;;;;1;0.6563;86;3;2;60;;;;0;Leeds;Man. United;mer. 25/01 21:30;16.2601626;0.321;0.3334;
Henderson Dean;G;14;16;5.25;0;5.25;18;0;18;1.93;0;1.93;0;0;0;1;0;1;1620;0;1620;90;0;90;;;;1000;0;6;6;4.5;0;6;3.5;3;8;8;5;5;3;5;0;3.5;1;6;7;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;40;14;0;Nottingham Forest;Leeds;dim. 05/02 15:00;50;;;
Pinnock Ethan;DC;9;12;5.25;5.25;5.07;12;12;27;1.37;1.37;1.17;0;0;0;1;1;1;1080;1080;2339;90;90;86.63;;;;1000;5.5;5.5;6.5;7;5.5;6;5;4.5;3.5;6;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;5;3.5;7;0;5;5;6;4.5;4;0;4;;;;;;2;0.7049;634;12;5;63.44;3;;;1.5;Brentford;Southampton;sam. 04/02 16:00;50;0.50093;0.0755;
Yates Ryan;MD;10;10;5.25;5.25;5.25;18;18;18;0.71;0.71;0.71;0;0;0;0.89;0.89;0.89;1394;1394;1394;77.44;77.44;77.44;;;;1000;5.5;5;6;5;5;6;5;4;6;5.5;6;6;4.5;5.5;0;5;3.5;5.5;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;;;;1;2;6;0.7835;692;7;14;57.31;37;;;0;Nottingham Forest;Leeds;dim. 05/02 15:00;50;;;
Sánchez Robert;G;16;18;5.21;5.21;5.27;19;19;41;1.08;1.08;1.06;0;0;0;1;1;1;1710;1710;3690;90;90;90;;;;1000;4;6;5;3.5;7;4;5.5;7;4;5;4;5;5.5;0;0;5;4;6;6.5;6;6;5;5.5;7;6;5;6;6;5;4;6.5;4;4;3;6;5.5;6;4;5;;;;;;;;;;;;;32;11;4;Brighton;Crystal Palace;mer. 25/01 21:30;50;0.53974;0.10687;
Mangala Orel;MD;8;8;5.21;5.2;5.21;12;5;12;0.4;0.57;0.4;0;0;0;0.67;1;0.67;597;331;597;49.75;66.2;49.75;;;;1000;4.5;6;5;5;5.5;0;0;0;5;5.5;5;0;5;0;0;0;0;0;5.5;5.5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;;;;;;1;0.8037;310;5;5;49.21;7;;;0;Nottingham Forest;Leeds;dim. 05/02 15:00;50;;;
Dendoncker Leander;MD;10;13;5.2;5;5.23;15;1;31;0.82;0;0.84;0;0;2;0.33;0;0.61;540;2;1794;36;2;57.87;;897;4.5;1000;5;0;5;0;4.5;5;6;3.5;7;5;5;5;0;5;0;0;0;5;5;5.5;6.5;4.5;0;4.5;4;5;4.5;0;6;4.5;6;0;5;6;7.5;6;5.5;5;1.5;;;;;1;3;0.7589;318;15;6;48.89;1;;;0;Aston Villa;Leicester;sam. 04/02 16:00;50;0.1158;0.18277;
Rúben Dias;DC;17;21;5.19;0;5.4;13;0;25;0.6;0;0.79;0;0;0;0.69;0;0.8;873;0;1863;67.15;0;74.52;;;;1000;0;0;0;0;0;0;5;5;5;0;5;6;0;6;5;5;6;4.5;4;5.5;5.5;0;0;6;7.5;5.5;0;0;0;5;0;0;5.5;4;7;6;5;0;5;;;;;;;0.7722;979;12;3;62.3;10;;;5.5;Man. City;Arsenal;mer. 15/02 20:30;50;0.52998;0.59794;
Soumaré Boubakary;MD;12;14;5.18;0;5.08;14;0;20;0.93;0;0.86;0;0;0;0.86;0;0.75;845;0;1087;60.36;0;54.35;;;;1000;0;0;5;4.5;3.5;7;6.5;0;5.5;5.5;5.5;5;6;4.5;0;4;5;5;0;0;0;0;0;0;4;0;0;0;0;5;0;0;0;0;0;4.5;5;0;4.5;;;;;;;0.9141;621;16;23;55.88;14;;;0;Leicester;Aston Villa;sam. 04/02 16:00;50;0.43748;0.43402;
João Moutinho;MO;11;13;5.17;5.17;5.27;18;18;35;0.64;0.64;0.98;0;0;2;0.83;0.83;0.91;1326;1326;2819;73.67;73.67;80.54;;1410;7;1000;5.5;6;6;5;6;4.5;4.5;5.5;4;5;5;5;4;5;0;5.5;6;5.5;5;0;0;5;5.5;4;4.5;5;3.5;5;6;4.5;7;4;0;5.5;0;0;8;5.5;4;;;;2;3;8;0.8241;945;14;21;43.2;23;;;2.5;Wolverhampton;Liverpool;sam. 04/02 16:00;50;0.12759;0.192;
Sarr Pape;MD;1;1;5.17;0;5.44;3;0;18;0.58;0;0.95;0;0;0;0.33;0;0.56;110;0;988;36.67;0;54.89;;;;1000;0;4.5;5.5;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;7;7;5;5;5;7;5;6;5;6.5;4.5;5.5;5;5.5;0;0;;;;;;;;0.9471;104;4;5;55.56;2;;;0;Tottenham;Fulham;lun. 23/01 21:00;46.94835681;0.2754;0.33793;
Ederson;G;17;20;5.15;5.15;5.26;20;20;40;0.93;0.93;0.85;0;0;0;1;1;1;1800;1800;3600;90;90;90;;;;1000;5.5;4;6;4.5;4.5;6;5.5;7;4.5;0;4.5;5.5;6;6;4;4;6;4;4;5.5;6;4;4;6;6;5;5.5;4.5;6;5.5;5.5;5;6;4;6.5;6;5;6;8;;;;;;;;;;;;;21;9;5;Man. City;Arsenal;mer. 15/02 20:30;50;0.52998;0.59794;
Ziyech Hakim;MO;8;11;5.15;5.63;5.33;10;4;23;0.75;0.95;0.97;0;0;3;0.4;0.75;0.52;424;266;1190;42.4;66.5;51.74;;397;6;1000;5;7;5;5.5;0;5.5;0;5;0;0;0;5;0;0;4.5;0;4.5;0;4.5;0;0;5;0;0;5;4.5;6;5.5;4;0;5;0;6;6;4.5;7;8;4.5;1.5;;;;1;3;5;0.6773;348;4;9;54.41;5;;;5;Chelsea;Liverpool;mer. 25/01 21:30;37.45318352;0.63229;;
Colwill Levi;DC;6;7;5.14;0;5.14;7;0;7;1.18;0;1.18;0;0;0;0.71;0;0.71;462;0;462;66;0;66;;;;1000;0;7;5.5;3;5.5;5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;1;;0.856;457;6;1;69.23;1;;;0;Brighton;Crystal Palace;mer. 25/01 21:30;50;0.53974;0.10687;
Henderson Jordan;MD;13;17;5.13;4.25;5.26;16;2;33;0.7;1.06;0.64;0;0;0;0.63;0.5;0.7;892;77;2084;55.75;38.5;63.15;;;;1000;5;3.5;0;5;5.5;0;5;5.5;5;6;5;4;5.5;0;0;0;5.5;6;4.5;5;6;5.5;5;5.5;5.5;5;6;5.5;5.5;6.5;5.5;5.5;5.5;0;4;0;5.5;0;2;;;;;3;4;0.8083;806;10;8;47.92;5;;;5;Liverpool;Chelsea;mer. 25/01 21:30;38.02281369;;0.18583;
Cook Lewis;MD;11;11;5.13;0;5.13;19;0;19;0.8;0;0.8;0;0;0;0.89;0;0.89;1489;0;1489;78.37;0;78.37;;;;1000;0;5;5;4.5;5;7;5.5;5;4.5;5;5.5;5;5;6;0;6;5.5;3;5.5;4.5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;;;;2;2;3;0.8045;832;17;22;50.44;12;;;0;Bournemouth;Brighton;sam. 04/02 16:00;50;0.28003;0.28299;
Elyounoussi Mohamed;MO;15;17;5.13;5.13;5.11;19;19;36;0.8;0.8;0.96;0;0;3;0.84;0.84;0.83;1359;1359;2587;71.53;71.53;71.86;;862;6;1000;4.5;5;4;5.5;5;4;4.5;5;6;6;6.5;5;5;4.5;0;5;7;5;5.5;4.5;0;3.5;4.5;4.5;5;0;6;3;5.5;4;6;4;5;5.5;6;7;4.5;0;1;;;;1;3;5;0.6895;642;10;16;42.2;24;;;2.25;Southampton;Brentford;sam. 04/02 16:00;50;0.32137;0.04299;
Cairney Tom;MO;12;12;5.13;0;5.13;20;0;20;0.32;0;0.32;0;0;0;0.05;0;0.05;428;0;428;21.4;0;21.4;;;;1000;0;5;5.5;5;5.5;5;5;5;5;5;5;4.5;6;5;5;5.5;5;5;5.5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;3;3;0.8426;455;2;3;58.33;3;;;5.5;Fulham;Tottenham;lun. 23/01 21:00;30.76923077;0.32597;0.34784;
Diogo Jota;MO;13;17;5.13;0;5.24;4;0;21;1.03;0;1.27;0;0;5;0.5;0;0.67;195;0;1264;48.75;0;60.19;;253;6;1000;0;0;0;0;0;0;0;0;0;0;6;6;4.5;0;0;4;0;0;0;0;0;4;6;4;6.5;5;4.5;6;7.5;6;4.5;4;6;0;4;8;6;0;1;;;;1;1;2;0.5871;111;2;7;51.35;3;;;3.5;Liverpool;Chelsea;mer. 25/01 21:30;38.02281369;;0.18583;
Aguerd Nayef;DC;5;7;5.13;5.33;5.24;4;3;17;1.7;2.02;0.97;0;0;0;0.75;1;0.94;345;270;1472;86.25;90;86.59;;;;1000;7.5;5;3.5;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;6;0;0;4;4.5;0;4.5;5.5;5.5;5.5;6.5;5.5;6;5;5.5;0;1;;;;;;;0.7573;203;1;5;69.23;3;;;0;West Ham;Newcastle;sam. 04/02 18:30;50;0.27144;0.31663;
Skipp Oliver;MD;8;;5.13;0;5.29;8;0;12;0.79;0;0.84;0;0;0;0.38;0;0.5;197;0;480;24.63;0;40;;;;1000;0;0;7;5;0;0;0;5;4.5;4.5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.5;0;1;;;;;;2;0.7127;116;;2;31.58;4;;;0;Tottenham;Fulham;lun. 23/01 21:00;46.94835681;0.2754;0.33793;
Anderson Elliot;MO;8;;5.13;0;5.13;8;0;8;0.23;0;0.23;0;0;0;0;0;0;97;0;97;12.13;0;12.13;;;;1000;0;0;0;0;5;0;5;0;0;5;0;5;5;0;0;5.5;5;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;5;0.4701;96;2;3;52.94;2;;;0;Newcastle;West Ham;sam. 04/02 18:30;50;0.24747;0.34181;
Chukwuemeka Carney;MO;1;2;5.13;5.25;5;8;4;16;0.35;0.29;0.32;0;0;0;0.13;0.25;0.13;196;142;385;24.5;35.5;24.06;;;;1000;5;5.5;5.5;5;0;0;0;0;4.5;5.5;0;5;0;0;5;0;0;0;0;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;5;5;5;5;1;;;;;;4;0.8553;138;4;4;48;1;;;5;Chelsea;Liverpool;mer. 25/01 21:30;37.45318352;0.63229;;
Zakaria Denis;MD;1;2;5.13;0;5.17;4;0;15;0.25;0;0.75;0;0;1;1;0;0.73;289;0;1007;72.25;0;67.13;;1007;7;1000;0;0;5;5;5.5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;4.5;4;6;5;5;5;0;0;0;4.5;4.5;0;7;0;0;2;;;;;;1;0.8932;177;2;3;37.5;2;;;0;Chelsea;Liverpool;mer. 25/01 21:30;37.45318352;0.63229;;
Lloris Hugo;G;16;19;5.11;0;5.31;19;0;42;1.28;0;1.08;0;0;0;1;0;1;1710;0;3780;90;0;90;;;;1000;0;4;7;3;0;5;5.5;5;4;6.5;5;7;4;6;2.5;5.5;5.5;6.5;6;4;5;5;6;5;5;6;5.5;8;5;4.5;4.5;5;6;4;5.5;5.5;5;7;5;;;;;;;;;;;;;29;28;5.5;Tottenham;Fulham;lun. 23/01 21:00;46.94835681;0.2754;0.33793;
Mendy Édouard;G;8;11;5.11;0;5.12;9;0;25;1.19;0;1.07;0;0;0;0.89;0;0.96;765;0;2205;85;0;88.2;;;;1000;0;0;0;0;0;5;5.5;5;0;0;0;0;0;0;0;5.5;4.5;6.5;2.5;5;6.5;5.5;5;4.5;5.5;6;5.5;6;2.5;0;6;5;5;5.5;3;0;0;0;1;;;;;;;;;;;;;19;6;6;Chelsea;Liverpool;mer. 25/01 21:30;37.45318352;0.63229;;
Mohamed Elneny;MD;5;5;5.1;0;5.46;5;0;14;0.55;0;0.75;0;0;0;0.2;0;0.57;111;0;762;22.2;0;54.43;;;;1000;0;0;0;4.5;5;5;5;0;0;0;0;0;0;0;0;0;0;6;0;0;0;7;5;5.5;5.5;6.5;0;0;0;0;0;0;0;0;6.5;0;0;5;;;;;;;;0.4795;64;;1;40;1;;;5;Arsenal;Man. City;mer. 15/02 20:30;50;0.72194;0.6834;
McTominay Scott;MD;11;14;5.1;5.25;5.16;15;2;31;0.6;0.35;1.01;0;0;1;0.47;0.5;0.74;749;91;2112;49.93;45.5;68.13;;2112;6.5;1000;5.5;5;0;0;0;4.5;0;6;4;5;0;4.5;5.5;0;4.5;5.5;5.5;6;5.5;5;4.5;5;5;2.5;7.5;4;0;0;4.5;0;0;5;0;4;5;5.5;5.5;0;2;;;;;1;3;0.7459;410;7;15;50.5;19;;;4;Man. United;Leeds;mer. 25/01 21:30;67.56756757;0.04227;0.19394;
